master_person_id,first_name,last_name,title,engagement_score,recency_score,profile_fit_score,account_score,readiness_score,score_percentile,priority_tier,readiness_band,score_breakdown_json,eligibility_status,structural_block_flag,top_positive_reasons,top_negative_reasons
MP00000000000084,James,Bass,Director of Information Security,27.0,20.0,16.4,1.96,65.36,90.43,Warm,High,"{""engagement"": 27.0, ""recency"": 20.0, ""profile"": 16.4, ""account"": 1.96}",Eligible,False,"Attended premium Event campaign, Hot recency: engaged within past 7 days, High-tier buying authority (Director/C-Suite)",Data quality risk: duplicate email address
MP00000000000085,Diana,Marshall,Chief Security Officer,0.0,0.0,14.0,1.66,15.66,19.02,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 14.0, ""account"": 1.66}",Eligible,False,High profile completeness,"Zero response history (passive sends only), Individual contributor profile (low decision influence)"
MP00000000000086,Andrew,Lee,Security Director,33.0,25.0,2.29,0.0,60.29,83.78,Warm,High,"{""engagement"": 33.0, ""recency"": 25.0, ""profile"": 2.29, ""account"": 0.0}",Eligible,False,"High interaction volume (3+ responses), Hot recency: engaged within past 7 days","Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000087,Charles,Ware,SecOps Manager,22.0,25.0,16.8,6.67,70.47,93.58,Warm,High,"{""engagement"": 22.0, ""recency"": 25.0, ""profile"": 16.8, ""account"": 6.67}",Eligible,False,"Hot recency: engaged within past 7 days, High-tier buying authority (Director/C-Suite), Strong buying-committee activity at account",None
MP00000000000088,Chelsea,Hernandez,,0.0,0.0,9.66,1.33,10.99,13.65,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 9.66, ""account"": 1.33}",Eligible,False,High-tier buying authority (Director/C-Suite),"Zero response history (passive sends only), High automation inflation (DQ-8: >70% sends), Data gap: missing title field"
MP00000000000089,Laura,Jackson,VP Security,10.0,25.0,17.6,5.49,58.09,80.75,Monitor,Medium,"{""engagement"": 10.0, ""recency"": 25.0, ""profile"": 17.6, ""account"": 5.49}",Eligible,False,"Attended premium Event campaign, Hot recency: engaged within past 7 days, High-tier buying authority (Director/C-Suite)",High automation inflation (DQ-8: >70% sends)
MP00000000000090,Andrew,Hernandez,Threat Analyst,25.0,6.0,10.8,3.11,44.91,58.69,Monitor,Medium,"{""engagement"": 25.0, ""recency"": 6.0, ""profile"": 10.8, ""account"": 3.11}",Eligible,False,"Attended premium Event campaign, Strong buying-committee activity at account, High profile completeness",Individual contributor profile (low decision influence)
MP00000000000091,Katie,Boyd,Director of Cybersecurity,25.0,12.0,10.23,2.74,49.97,67.91,Monitor,Medium,"{""engagement"": 25.0, ""recency"": 12.0, ""profile"": 10.23, ""account"": 2.74}",Eligible,False,"Attended premium Event campaign, Strong buying-committee activity at account, High profile completeness",Individual contributor profile (low decision influence)
MP00000000000092,Tammy,Ramirez,Security Analyst,0.0,0.0,2.86,2.38,5.24,4.32,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 2.86, ""account"": 2.38}",Eligible,False,None,"Zero response history (passive sends only), High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence)"
MP00000000000093,Whitney,Parsons,,33.4,23.0,7.66,2.62,66.68,91.6,Warm,High,"{""engagement"": 33.4, ""recency"": 23.0, ""profile"": 7.66, ""account"": 2.62}",Restricted,False,"High interaction volume (3+ responses), Hot recency: engaged within past 7 days, Strong buying-committee activity at account","Individual contributor profile (low decision influence), Data gap: missing title field, Data quality risk: duplicate email address"
MP00000000000094,Leslie,Walton,,0.0,0.0,16.23,2.26,18.49,21.7,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 16.23, ""account"": 2.26}",Eligible,False,"High-tier buying authority (Director/C-Suite), Strong buying-committee activity at account, High profile completeness","Zero response history (passive sends only), Data gap: missing title field"
MP00000000000095,John,Garcia,,0.0,20.0,10.86,2.54,33.4,37.11,Cold,Low,"{""engagement"": 0.0, ""recency"": 20.0, ""profile"": 10.86, ""account"": 2.54}",Eligible,False,"Hot recency: engaged within past 7 days, High-tier buying authority (Director/C-Suite), Strong buying-committee activity at account","High automation inflation (DQ-8: >70% sends), Data gap: missing title field"
MP00000000000096,Mark,Lin,,9.0,25.0,7.66,2.9,44.56,57.99,Monitor,Medium,"{""engagement"": 9.0, ""recency"": 25.0, ""profile"": 7.66, ""account"": 2.9}",Blocked,True,"Hot recency: engaged within past 7 days, Strong buying-committee activity at account","High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence), Data gap: missing title field"
MP00000000000097,Tracy,Chang,,0.0,0.0,2.29,2.16,4.45,3.27,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 2.29, ""account"": 2.16}",Eligible,False,None,"Zero response history (passive sends only), Individual contributor profile (low decision influence), Data gap: missing title field"
MP00000000000098,Erika,Williams,Security Operations Manager,40.33,23.0,14.8,3.93,82.06,99.77,Hot,Very High,"{""engagement"": 40.33, ""recency"": 23.0, ""profile"": 14.8, ""account"": 3.93}",Eligible,False,"High interaction volume (3+ responses), Attended premium Event campaign, Hot recency: engaged within past 7 days",Data quality risk: duplicate email address
MP00000000000099,Mariah,Miller,Security Analyst,5.0,25.0,8.23,6.7,44.93,58.81,Monitor,Medium,"{""engagement"": 5.0, ""recency"": 25.0, ""profile"": 8.23, ""account"": 6.7}",Blocked,True,"Hot recency: engaged within past 7 days, Strong buying-committee activity at account, High profile completeness","High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence)"
MP00000000000100,Joe,Wilson,,19.0,6.0,8.46,3.41,36.87,42.71,Cold,Low,"{""engagement"": 19.0, ""recency"": 6.0, ""profile"": 8.46, ""account"": 3.41}",Eligible,False,"High-tier buying authority (Director/C-Suite), Strong buying-committee activity at account",Data gap: missing title field
MP00000000000101,Natasha,Decker,Information Security Manager,36.0,19.0,9.43,8.01,72.44,95.45,Warm,High,"{""engagement"": 36.0, ""recency"": 19.0, ""profile"": 9.43, ""account"": 8.01}",Eligible,False,"High interaction volume (3+ responses), Attended premium Event campaign, Strategic Named Account profile match",Individual contributor profile (low decision influence)
MP00000000000102,Mary,Riley,,37.67,23.0,10.23,2.65,73.55,96.5,Warm,High,"{""engagement"": 37.67, ""recency"": 23.0, ""profile"": 10.23, ""account"": 2.65}",Restricted,False,"High interaction volume (3+ responses), Hot recency: engaged within past 7 days, Strong buying-committee activity at account","Individual contributor profile (low decision influence), Data gap: missing title field, Data quality risk: duplicate email address"
MP00000000000103,Loretta,Potter,,12.0,25.0,2.29,1.99,41.28,51.69,Monitor,Medium,"{""engagement"": 12.0, ""recency"": 25.0, ""profile"": 2.29, ""account"": 1.99}",Eligible,False,"Attended premium Event campaign, Hot recency: engaged within past 7 days, Strong buying-committee activity at account","High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence), Data gap: missing title field"
MP00000000000104,John,Caldwell,,0.0,0.0,7.66,5.89,13.55,17.15,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 7.66, ""account"": 5.89}",Eligible,False,Strong buying-committee activity at account,"Zero response history (passive sends only), High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence)"
MP00000000000105,Melissa,Cannon,Security Consultant,24.0,6.0,8.0,8.25,46.25,60.91,Monitor,Medium,"{""engagement"": 24.0, ""recency"": 6.0, ""profile"": 8.0, ""account"": 8.25}",Eligible,False,"Strategic Named Account profile match, High profile completeness",None
MP00000000000106,Lee,Charles,,0.0,0.0,2.29,4.07,6.36,5.37,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 2.29, ""account"": 4.07}",Eligible,False,None,"Zero response history (passive sends only), Individual contributor profile (low decision influence), Data gap: missing title field"
MP00000000000107,Jeremy,Roberts,Director of Cybersecurity,4.0,6.0,16.4,1.96,28.36,27.65,Cold,Low,"{""engagement"": 4.0, ""recency"": 6.0, ""profile"": 16.4, ""account"": 1.96}",Eligible,False,"High-tier buying authority (Director/C-Suite), Strong buying-committee activity at account, High profile completeness",High automation inflation (DQ-8: >70% sends)
MP00000000000108,Thomas,Santana,Security Research Engineer,19.0,12.0,12.0,6.7,49.7,67.56,Monitor,Medium,"{""engagement"": 19.0, ""recency"": 12.0, ""profile"": 12.0, ""account"": 6.7}",Blocked,True,"High-tier buying authority (Director/C-Suite), Strong buying-committee activity at account, High profile completeness",None
MP00000000000109,Diana,Foster,Chief Security Officer,20.0,17.0,11.43,5.37,53.8,73.28,Monitor,Medium,"{""engagement"": 20.0, ""recency"": 17.0, ""profile"": 11.43, ""account"": 5.37}",Eligible,False,High profile completeness,Individual contributor profile (low decision influence)
MP00000000000110,Joyce,Arnold,,34.5,23.0,13.83,8.25,79.58,98.83,Warm,High,"{""engagement"": 34.5, ""recency"": 23.0, ""profile"": 13.83, ""account"": 8.25}",Eligible,False,"High interaction volume (3+ responses), Attended premium Event campaign, Hot recency: engaged within past 7 days",Data gap: missing title field
MP00000000000111,Frank,Gray,VP Security,25.0,6.0,2.86,2.65,36.51,41.66,Cold,Low,"{""engagement"": 25.0, ""recency"": 6.0, ""profile"": 2.86, ""account"": 2.65}",Eligible,False,"Attended premium Event campaign, Strong buying-committee activity at account",Individual contributor profile (low decision influence)
MP00000000000112,Tasha,Valencia,,25.0,12.0,18.23,5.85,61.08,84.71,Warm,High,"{""engagement"": 25.0, ""recency"": 12.0, ""profile"": 18.23, ""account"": 5.85}",Eligible,False,"Attended premium Event campaign, High-tier buying authority (Director/C-Suite), Strong buying-committee activity at account",Data gap: missing title field
MP00000000000113,Amy,Adkins,Threat Analyst,31.0,19.0,14.4,8.58,72.98,96.27,Warm,High,"{""engagement"": 31.0, ""recency"": 19.0, ""profile"": 14.4, ""account"": 8.58}",Blocked,True,"High interaction volume (3+ responses), Attended premium Event campaign, High-tier buying authority (Director/C-Suite)",None
MP00000000000114,Brooke,Leonard,Security Consultant,15.0,6.0,3.43,2.59,27.02,26.49,Cold,Low,"{""engagement"": 15.0, ""recency"": 6.0, ""profile"": 3.43, ""account"": 2.59}",Eligible,False,"Strong buying-committee activity at account, High profile completeness",Individual contributor profile (low decision influence)
MP00000000000115,William,Peterson,,25.0,12.0,7.66,2.56,47.22,62.31,Monitor,Medium,"{""engagement"": 25.0, ""recency"": 12.0, ""profile"": 7.66, ""account"": 2.56}",Eligible,False,"Attended premium Event campaign, Strong buying-committee activity at account","Individual contributor profile (low decision influence), Data gap: missing title field"
MP00000000000116,Melissa,White,Software Engineer,19.0,16.0,12.0,2.17,49.17,66.39,Monitor,Medium,"{""engagement"": 19.0, ""recency"": 16.0, ""profile"": 12.0, ""account"": 2.17}",Blocked,True,"High-tier buying authority (Director/C-Suite), Strong buying-committee activity at account, High profile completeness",None
MP00000000000117,Daniel,Yu,Director of Information Security,4.0,20.0,12.8,3.17,39.97,48.42,Cold,Low,"{""engagement"": 4.0, ""recency"": 20.0, ""profile"": 12.8, ""account"": 3.17}",Eligible,False,"Hot recency: engaged within past 7 days, Strong buying-committee activity at account, High profile completeness","High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence)"
MP00000000000118,John,Martinez,Information Security Manager,0.0,0.0,12.0,3.44,15.44,18.79,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 12.0, ""account"": 3.44}",Eligible,False,High profile completeness,"Zero response history (passive sends only), Individual contributor profile (low decision influence)"
MP00000000000119,James,Johnson,Cybersecurity Manager,27.0,6.0,2.86,1.0,36.86,42.47,Cold,Low,"{""engagement"": 27.0, ""recency"": 6.0, ""profile"": 2.86, ""account"": 1.0}",Eligible,False,Attended premium Event campaign,Individual contributor profile (low decision influence)
MP00000000000120,Mike,Moore,Security Director,4.0,25.0,10.23,5.55,44.78,58.34,Monitor,Medium,"{""engagement"": 4.0, ""recency"": 25.0, ""profile"": 10.23, ""account"": 5.55}",Eligible,False,"Hot recency: engaged within past 7 days, High profile completeness","High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence)"
MP00000000000121,Andrea,Williams,Security Analyst,16.0,23.0,11.43,3.6,54.03,73.86,Monitor,Medium,"{""engagement"": 16.0, ""recency"": 23.0, ""profile"": 11.43, ""account"": 3.6}",Eligible,False,"High interaction volume (3+ responses), Attended premium Event campaign, Hot recency: engaged within past 7 days",High automation inflation (DQ-8: >70% sends)
MP00000000000122,Phyllis,Manning,SecOps Manager,20.0,12.0,18.0,2.17,52.17,71.06,Monitor,Medium,"{""engagement"": 20.0, ""recency"": 12.0, ""profile"": 18.0, ""account"": 2.17}",Eligible,False,"High-tier buying authority (Director/C-Suite), High profile completeness",None
MP00000000000123,Julie,Rivera,Chief Security Officer,15.0,16.0,10.86,0.0,41.86,52.74,Monitor,Medium,"{""engagement"": 15.0, ""recency"": 16.0, ""profile"": 10.86, ""account"": 0.0}",Eligible,False,None,"Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000124,Richard,Brown,Security Analyst,25.0,12.0,15.6,2.38,54.98,75.73,Monitor,Medium,"{""engagement"": 25.0, ""recency"": 12.0, ""profile"": 15.6, ""account"": 2.38}",Blocked,True,"Attended premium Event campaign, High-tier buying authority (Director/C-Suite), High profile completeness",None
MP00000000000125,Michael,Molina,Chief Information Security Officer,27.0,6.0,20.0,7.4,60.4,84.01,Warm,High,"{""engagement"": 27.0, ""recency"": 6.0, ""profile"": 20.0, ""account"": 7.4}",Eligible,False,"Attended premium Event campaign, High-tier buying authority (Director/C-Suite), Strategic Named Account profile match",None
MP00000000000126,Thomas,Pierce,,27.67,6.0,8.86,7.52,50.05,68.03,Monitor,Medium,"{""engagement"": 27.67, ""recency"": 6.0, ""profile"": 8.86, ""account"": 7.52}",Blocked,True,"High interaction volume (3+ responses), Attended premium Event campaign, Strategic Named Account profile match","Individual contributor profile (low decision influence), Data gap: missing title field"
MP00000000000127,Daniel,Graham,,0.0,0.0,8.86,1.24,10.1,11.2,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 8.86, ""account"": 1.24}",Eligible,False,None,"Zero response history (passive sends only), Individual contributor profile (low decision influence), Data gap: missing title field"
MP00000000000128,Steven,Garcia,,26.33,25.0,13.43,5.22,69.98,93.35,Warm,High,"{""engagement"": 26.33, ""recency"": 25.0, ""profile"": 13.43, ""account"": 5.22}",Restricted,False,"High interaction volume (3+ responses), Hot recency: engaged within past 7 days, High profile completeness","Data gap: missing title field, Data quality risk: duplicate email address"
MP00000000000129,Joseph,Barnes,Vice President Security,19.5,25.0,2.86,1.81,49.17,66.39,Monitor,Medium,"{""engagement"": 19.5, ""recency"": 25.0, ""profile"": 2.86, ""account"": 1.81}",Eligible,False,"High interaction volume (3+ responses), Attended premium Event campaign, Hot recency: engaged within past 7 days","High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence), Data quality risk: duplicate email address"
